release_year,duration,type_Movie,rating_G,rating_NC-17,rating_NR,rating_PG,rating_PG-13,rating_R,rating_TV-14,rating_TV-G,rating_TV-MA,rating_TV-PG,rating_TV-Y,rating_TV-Y7,rating_TV-Y7-FV,rating_UR,director_en,country_en,listed_in_en
2012,109,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,[1609],[57],[7]
1987,110,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,[2237],[57],"[7, 16]"
2002,96,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,[2075],"[57, 80]","[7, 28]"
2017,93,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,[322],"[77, 103, 115, 137, 140, 143]","[17, 25]"
2019,97,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,[622],[27],"[11, 12, 33]"
2015,121,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,[1091],[153],"[7, 8, 12]"
2008,56,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,[0],[57],[22]
2019,119,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,"[2066, 2684]",[57],"[6, 23]"
2018,104,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,[1464],[57],"[17, 25]"
2017,109,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,"[1153, 3228]",[57],[34]
2015,88,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,"[2713, 3555]",[34],"[11, 12, 21]"
2016,88,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,[3066],[57],"[26, 33]"
2012,113,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,[2713],[34],"[11, 12, 33]"
2002,138,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,[1646],"[19, 40, 60, 115]","[7, 16]"
2019,93,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,[3548],[57],"[2, 17, 25]"
2015,110,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,"[2029, 3174]",[57],[23]
2018,91,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,[3591],[103],"[12, 24]"
2017,51,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,[2921],"[22, 60]","[25, 29]"
2017,61,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,[457],[57],[22]
2017,73,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,[1958],[57],[23]
2017,113,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,[3368],[57],"[14, 33]"
2016,67,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,"[489, 1683]",[161],[22]
2013,111,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,[1980],"[22, 37]","[11, 12, 33]"
2016,88,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,[3491],[57],"[2, 16, 24]"
1996,81,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,[1770],[57],"[13, 24]"
1992,73,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,[456],[57],[24]
2019,86,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,[3564],[57],[23]
2007,116,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,[2129],[57],"[11, 33]"
2009,85,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,"[829, 1989]",[57],"[21, 26, 28]"
2019,134,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,[377],[34],"[2, 12, 33]"
2015,109,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,[3042],[57],[23]
2001,102,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,[3177],[57],"[24, 28]"
1996,101,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,[1628],[57],"[26, 33]"
2007,88,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,[964],[57],"[6, 24]"
1995,101,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,[2118],[57],"[17, 25]"
2019,28,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,[21],[161],"[6, 12, 23]"
2014,103,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,[1931],"[82, 140]","[2, 12, 24]"
2019,131,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,[2482],[34],"[11, 12, 33]"
1968,166,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,[2809],"[31, 115]","[0, 7, 12]"
2010,105,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,[241],[57],"[2, 24]"
1999,82,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,[2130],[57],[24]
2011,107,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,[498],"[57, 62, 140]",[25]
2012,84,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,[3053],[57],"[21, 26]"
1996,103,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,[5],[57],[24]
2000,112,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,[3420],[57],"[26, 33]"
2009,89,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,[731],[57],[24]
1974,121,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,[628],[57],"[6, 9, 17]"
2008,87,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,[2328],"[19, 40, 115]","[6, 24]"
1997,136,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,[1409],"[40, 57]","[26, 33]"
1993,118,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,[3440],[57],"[9, 11, 16]"
2006,129,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,[2137],[57],"[7, 16]"
2011,94,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,[1197],[57],"[11, 16, 24]"
2005,88,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,[53],[57],"[17, 25]"
2007,158,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,[1111],[57],"[16, 20, 26]"
2018,91,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,[3166],[57],"[17, 25]"
2018,114,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,[920],[16],"[12, 21]"
2018,91,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,[2293],[16],"[1, 12, 24]"
2018,64,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,[2061],[57],[22]
2014,44,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,[0],[57],[32]
2014,68,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,[2286],[57],"[17, 25]"
2012,68,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,[2286],"[57, 60]","[17, 25]"
2010,99,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,[675],"[45, 57, 118]",[21]
2017,69,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,[2516],[57],[25]
2017,81,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,"[1049, 2953]","[8, 57, 138]","[17, 25]"
2013,69,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,[2278],"[57, 60]","[17, 25]"
2016,68,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,[3410],[57],[25]
2015,68,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,[1221],[57],"[17, 25]"
2011,91,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,[472],[57],[21]
2010,86,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,[2194],"[57, 60]","[17, 25]"
2015,40,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,[3348],[57],"[17, 25]"
2018,116,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,[2539],[111],"[12, 15, 24]"
2018,59,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,[3375],[57],"[23, 29]"
2018,95,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,[3547],[57],"[2, 33]"
2018,122,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,[805],"[27, 84, 115]","[11, 33]"
2018,98,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,[2826],[57],[23]
2010,125,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,[522],[19],"[12, 33]"
2010,125,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,[1146],"[19, 60, 115, 118]","[12, 33]"
2019,78,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,[709],[57],[22]
2012,65,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,"[1405, 2100]",[57],[22]
2007,89,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,[1075],[57],[23]
2017,125,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,[2508],[89],"[7, 12, 16]"
2016,62,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,[399],[57],[22]
2016,107,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,[2262],"[27, 110]","[11, 12, 33]"
2016,85,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,"[1121, 2662]",[19],[23]
2015,91,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,[1946],[57],"[15, 16, 24]"
2009,29,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,[2377],[57],[21]
2017,92,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,[3020],[57],"[2, 16, 25]"
2017,94,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,[519],"[21, 115]",[23]
2017,65,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,[380],[34],[25]
2017,135,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,[962],[57],"[11, 33]"
2014,86,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,[312],[57],"[17, 25]"
2011,100,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,[2596],[57],"[7, 11, 16]"
2019,93,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,[1525],"[40, 137, 142]","[7, 12, 17]"
2014,84,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,[1814],[57],[22]
2015,107,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,[1692],"[19, 37]","[12, 33]"
2013,101,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,[270],"[35, 57, 124, 134]","[11, 21]"
2018,95,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,[1713],[57],"[26, 31]"
2017,86,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,[875],"[115, 140, 145]","[12, 23]"
2018,94,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,[2738],"[27, 137]","[12, 16, 24]"
2018,133,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,"[984, 1951]",[57],"[16, 24]"
2018,102,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,[0],[57],"[2, 16, 25]"
2009,80,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,[346],[57],"[7, 11, 28]"
2019,107,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,[592],[57],"[2, 33]"
2019,74,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,[3314],[94],"[12, 23]"
2019,60,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,[1500],[12],"[25, 29]"
2019,143,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,[1950],[34],"[7, 12, 16]"
2019,105,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,"[1299, 2900]",[34],"[11, 12, 24]"
2011,110,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,[1274],[153],[3]
2019,98,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,[1183],[103],"[17, 25]"
2010,100,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,[3047],"[57, 69]","[2, 24]"
2018,74,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,[1473],"[34, 115]","[12, 23]"
2016,100,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,"[2066, 2684]",[57],"[6, 23]"
2013,46,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,[221],[153],"[2, 3, 12]"
2018,122,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,[1704],[34],"[11, 12, 33]"
2017,86,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,[1604],[21],"[2, 12, 24]"
2018,111,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,[580],[34],"[11, 16, 24]"
2017,132,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,[205],[34],"[12, 33]"
2018,111,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,[341],[16],"[12, 21]"
2015,136,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,[1501],[34],"[12, 23]"
2018,121,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,"[2315, 2624]",[34],"[12, 24]"
2015,76,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,"[1377, 1806]","[22, 23]","[12, 23]"
2017,92,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,[3433],[34],"[11, 12, 33]"
2018,119,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,[697],[34],"[12, 21]"
2016,45,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,[1653],[57],[32]
2018,75,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,"[1705, 2533]",[22],[32]
2017,71,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,[705],[22],[32]
2015,81,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,[253],[27],"[7, 12]"
2017,115,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,"[518, 1058]",[103],"[12, 33]"
2016,142,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,[986],[34],"[7, 12, 28]"
2005,131,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,"[1106, 1112]",[34],"[2, 12, 33]"
2016,69,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,[3007],[82],[22]
2012,77,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,[1142],[34],"[11, 12, 33]"
2019,88,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,[2214],[57],"[23, 29]"
2019,54,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,[1541],[27],[22]
2017,66,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,[154],[57],[22]
2017,88,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,[2984],[57],[7]
2014,75,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,[2894],[57],[22]
2012,84,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,[2800],"[45, 57]",[24]
2018,128,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,[3392],[135],"[7, 12]"
2018,92,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,[1494],[0],[34]
2016,99,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,[2429],[57],"[23, 29]"
2015,62,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,[57],[57],[22]
2019,59,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,[1815],[57],[22]
2015,95,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,[2574],[57],"[21, 26]"
2017,96,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,"[794, 1551]",[21],"[12, 23, 29]"
2009,100,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,[3145],[57],"[11, 15, 33]"
2019,95,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,[2488],[57],"[7, 16]"
2019,88,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,[1750],[57],[23]
2017,126,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,[1644],[21],"[7, 12, 17]"
2016,98,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,[2977],[57],"[7, 17]"
2017,114,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,[3415],[27],"[12, 33]"
2010,65,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,[1405],[57],[22]
2017,54,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,"[851, 1986]",[161],[22]
2017,76,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,[3221],[57],[22]
2017,100,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,[667],[111],"[7, 12]"
2016,71,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,[3594],[57],[22]
2006,102,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,[1480],"[40, 57]",[7]
1997,119,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,[2929],[57],[33]
2019,94,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,[2568],[103],"[12, 24]"
1998,119,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,[2115],[57],[33]
2019,90,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,[1089],[57],[33]
2003,105,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,[233],[57],[24]
2017,89,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,"[2026, 2033]",[57],[23]
1960,108,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,[692],[57],"[2, 9, 16]"
1958,108,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,[866],[57],"[9, 16]"
2019,87,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,[1248],[57],"[17, 25]"
2017,112,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,[858],[57],[33]
2018,101,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,[756],[19],[24]
1973,89,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,[2850],[57],"[0, 7]"
2007,91,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,[2520],[57],"[7, 17]"
1965,200,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,[2270],"[57, 112, 136, 140]","[2, 9, 16]"
2019,119,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,[3255],[34],"[7, 12]"
2018,90,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,[2933],[21],[25]
1973,103,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,[860],"[113, 115]","[0, 7]"
2018,110,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,[682],[31],"[12, 15, 33]"
1996,133,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,[1288],[57],[7]
1998,124,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,[46],[57],[10]
1998,118,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,[1560],[57],"[13, 16, 24]"
2019,40,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,"[1024, 1570]",[57],[23]
1956,98,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,[1945],[57],"[0, 7, 28]"
2005,85,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,[2889],[57],"[2, 24]"
1958,115,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"[649, 1828]",[57],"[9, 17, 29]"
2001,137,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,[3179],"[57, 112, 140]","[12, 16, 24]"
2003,98,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,[1534],"[35, 37, 57, 60]","[21, 26]"
1978,110,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,[2575],[57],"[9, 17, 29]"
2005,55,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,[0],[0],"[6, 23]"
2019,86,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,[883],[0],"[2, 16, 25]"
2018,92,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,[2373],[57],"[2, 17, 25]"
2017,116,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,[2109],"[115, 161]",[24]
1997,94,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,[2908],[57],[24]
2009,134,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,[3093],[57],"[6, 33]"
1973,102,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,[219],[57],"[23, 29]"
2005,98,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,[1013],"[57, 60]","[7, 17]"
2010,100,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,[2119],[57],"[1, 7, 28]"
1992,105,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,[2368],[161],"[9, 12, 16]"
1990,116,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,[197],[0],"[23, 29]"
1976,118,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,[38],[57],"[0, 7, 13]"
1962,153,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,[811],"[19, 115]","[2, 9, 16]"
1997,109,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,[3009],[57],"[11, 16, 24]"
2008,99,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,"[279, 2819]",[57],[24]
1997,96,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,[2271],[57],"[7, 17]"
2006,91,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,[2787],[57],"[17, 25]"
1962,185,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,"[539, 3333]",[57],"[0, 7, 16]"
2006,92,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,[3461],"[45, 57]","[6, 24]"
1993,82,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,[336],[0],"[7, 11, 17]"
1960,127,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,[3333],[57],"[0, 7, 17]"
2002,98,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,[383],[57],"[7, 16]"
1955,111,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,[137],[57],"[9, 16]"
2008,120,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,[3147],"[57, 140]","[2, 33]"
1968,137,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,[1838],[57],"[1, 9, 26]"
1998,121,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,[2619],[57],[33]
1995,89,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,[1143],[113],"[7, 12, 17]"
2019,91,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,[2402],[57],"[2, 17, 25]"
1996,135,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,[1816],[57],"[11, 33]"
1976,98,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,[1755],[57],"[29, 33]"
2007,139,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,[3420],[57],"[7, 28]"
2018,95,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,"[656, 2769]",[19],[23]
2008,98,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,[3398],[57],[24]
1972,91,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,[2422],[57],"[0, 7, 16]"
2007,122,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,[1681],[57],"[26, 33]"
2013,100,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,[1458],"[19, 115]","[14, 33]"
1965,103,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,[3117],[57],"[9, 16]"
1997,129,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,[1111],[57],[10]
2005,133,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,[2619],"[57, 118]","[7, 16]"
2019,36,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,[3381],[0],[32]
2019,141,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,[1805],[0],[33]
1991,105,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,[3568],[57],"[7, 17]"
2019,107,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,[1280],"[31, 37, 137]","[12, 33]"
1999,136,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,"[1389, 1550]",[57],"[7, 28]"
2003,138,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,"[1389, 1550]",[57],"[7, 28]"
2003,129,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,"[1389, 1550]",[57],"[7, 28]"
2007,97,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,[3115],[0],"[12, 23]"
1993,141,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,[342],[57],"[26, 33]"
2002,99,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,[2705],[57],"[7, 17]"
1988,89,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,[1579],[57],"[23, 29]"
2019,24,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,[0],[0],[32]
2008,90,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,[3459],[57],[7]
2008,98,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,[1973],"[37, 57, 140]","[2, 24]"
2016,89,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,"[155, 668]",[0],"[12, 23, 29]"
2009,88,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,[44],[57],"[1, 24]"
2008,103,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,[2155],[34],"[7, 12, 16]"
2009,117,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,[3470],[34],"[12, 24, 29]"
2008,95,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,[2463],[34],"[26, 30]"
2015,146,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,[986],[34],"[12, 29, 33]"
2013,136,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,[986],[34],"[12, 33]"
2011,91,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,[3146],[34],"[7, 12, 16]"
2018,123,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,[644],[34],"[12, 29, 33]"
2012,144,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,[2970],[34],"[12, 16, 24]"
1998,103,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,[80],[57],"[6, 24]"
2017,11,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,[779],[0],[25]
2017,22,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,[779],[0],[25]
2014,126,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,[810],[34],"[12, 14, 33]"
2009,121,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,[1317],[34],"[12, 16, 24]"
2018,91,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,[1604],[21],"[2, 30]"
2006,158,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,"[116, 1437]",[34],"[12, 16, 24]"
2007,157,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,[1068],"[19, 133]","[6, 29, 33]"
2009,124,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,[2031],[34],"[12, 24, 29]"
2010,106,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,[541],[34],"[12, 24]"
2018,92,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,[2739],[57],"[26, 31]"
2017,80,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,[81],[111],[22]
2017,94,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,[3451],[57],[23]
2015,126,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,[228],[34],"[12, 26, 33]"
2013,129,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,[2463],[34],"[12, 24, 26]"
2012,133,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,[2396],[34],"[26, 30]"
2007,109,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,[1850],[34],"[12, 16, 24]"
2012,143,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,[1209],[34],"[12, 33]"
2013,140,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,[688],[34],"[7, 12, 17]"
