type,release_year,rating,duration,director_en,country_en,listed_in_en
Movie,2007,PG-13,91,[2347],[54],"[31, 34]"
Movie,1965,PG-13,200,[3557],"[54, 68, 130, 139]","[2, 11, 24]"
Movie,2019,TV-14,119,[1009],[86],"[8, 34]"
Movie,2018,PG,90,[150],[154],[17]
Movie,1973,R,103,[402],"[102, 144]","[1, 34]"
Movie,2018,R,110,[1316],[43],"[8, 23, 32]"
Movie,1996,R,133,[3339],[54],[34]
Movie,1998,R,124,[331],[54],[30]
Movie,1998,R,118,[270],[54],"[2, 14, 26]"
Movie,2019,TV-MA,40,"[117, 2323]",[54],[20]
Movie,1956,G,98,[3463],[54],"[1, 15, 34]"
Movie,2005,PG-13,85,[1814],[54],"[24, 26]"
Movie,1958,G,115,"[2048, 3509]",[54],"[11, 27, 31]"
Movie,2001,R,137,[1040],"[54, 130, 139]","[2, 8, 26]"
Movie,2003,R,98,[2764],"[32, 54, 85, 129]","[13, 25]"
Movie,1978,PG,110,[2262],[54],"[11, 27, 31]"
Movie,2005,TV-14,55,[0],[0],"[4, 20]"
Movie,2019,TV-PG,86,[3232],[0],"[2, 17, 24]"
Movie,2018,PG,92,[2874],[54],"[17, 24, 31]"
Movie,2017,PG-13,116,[94],"[102, 131]",[26]
Movie,1997,R,94,[993],[54],[26]
Movie,2009,PG-13,134,[2078],[54],"[4, 23]"
Movie,1973,R,102,[2771],[54],"[20, 27]"
Movie,2005,PG-13,98,[358],"[54, 85]","[31, 34]"
Movie,2010,R,100,[2492],[54],"[0, 15, 34]"
Movie,1992,R,105,[470],[131],"[2, 8, 11]"
Movie,1990,TV-14,116,[3117],[0],"[20, 27]"
Movie,1976,PG,118,[2331],[54],"[1, 14, 34]"
Movie,1962,R,153,[1199],"[7, 102]","[2, 11, 24]"
Movie,1997,R,109,[1693],[54],"[2, 26, 28]"
Movie,2008,PG-13,99,"[459, 3360]",[54],[26]
Movie,1997,R,96,[966],[54],"[31, 34]"
Movie,2006,PG,91,[3391],[54],"[17, 31]"
Movie,1962,TV-PG,185,"[30, 3377]",[54],"[1, 2, 34]"
Movie,2006,PG,92,[3431],"[54, 58]","[4, 26]"
Movie,1993,PG-13,82,[1255],[0],"[28, 31, 34]"
Movie,1960,TV-PG,127,[30],[54],"[1, 31, 34]"
Movie,2002,R,98,[1947],[54],"[2, 34]"
Movie,1955,PG-13,111,[2222],[54],"[2, 11]"
Movie,2008,R,120,[2158],"[54, 139]","[23, 24]"
Movie,1968,R,137,[2074],[54],"[0, 11, 13]"
Movie,1998,R,121,[348],[54],[23]
Movie,1995,R,89,[3230],[144],"[8, 31, 34]"
Movie,2019,TV-PG,91,[1683],[54],"[17, 24, 31]"
Movie,1996,R,135,[1645],[54],"[23, 28]"
Movie,1976,PG,98,[1613],[54],"[23, 27]"
Movie,2007,PG-13,139,[3002],[54],"[15, 34]"
Movie,2018,TV-14,95,"[2671, 2962]",[7],[20]
Movie,2008,R,98,[3356],[54],[26]
Movie,1972,R,91,[41],[54],"[1, 2, 34]"
Movie,2007,R,122,[562],[54],"[13, 23]"
Movie,2013,PG,100,[2014],"[7, 102]","[9, 23]"
Movie,1965,TV-14,103,[558],[54],"[2, 11]"
Movie,1997,R,129,[1622],[54],[30]
Movie,2005,R,133,[348],"[54, 108]","[2, 34]"
Movie,2019,TV-MA,36,[2539],[0],[18]
Movie,2019,R,141,[263],[0],[23]
Movie,1991,R,105,[419],[54],"[31, 34]"
Movie,2019,TV-14,107,[2293],"[32, 43, 160]","[8, 23]"
Movie,1999,R,136,"[2908, 2946]",[54],"[15, 34]"
Movie,2003,R,138,"[2908, 2946]",[54],"[15, 34]"
Movie,2003,R,129,"[2908, 2946]",[54],"[15, 34]"
Movie,2007,TV-14,97,[2893],[0],"[8, 20]"
Movie,1993,PG-13,141,[1719],[54],"[13, 23]"
Movie,2002,PG-13,99,[757],[54],"[31, 34]"
Movie,1988,PG-13,89,[28],[54],"[20, 27]"
Movie,2019,TV-Y,24,[0],[0],[18]
Movie,2008,PG-13,90,[2981],[54],[34]
Movie,2008,PG-13,98,[692],"[32, 54, 139]","[24, 26]"
Movie,2016,TV-14,89,"[2056, 2335]",[0],"[8, 20, 27]"
Movie,2009,R,88,[3229],[54],"[0, 26]"
Movie,2008,TV-MA,103,[2314],[86],"[2, 8, 34]"
Movie,2009,TV-MA,117,[2420],[86],"[8, 26, 27]"
Movie,2008,TV-14,95,[1938],[86],"[13, 33]"
Movie,2015,TV-14,146,[3540],[86],"[8, 23, 27]"
Movie,2013,TV-14,136,[3540],[86],"[8, 23]"
Movie,2011,TV-14,91,[61],[86],"[2, 8, 34]"
Movie,2018,TV-14,123,[2009],[86],"[8, 23, 27]"
Movie,2012,TV-PG,144,[1142],[86],"[2, 8, 26]"
Movie,1998,R,103,[2059],[54],"[4, 26]"
Movie,2017,TV-Y,11,[43],[0],[17]
Movie,2017,TV-Y,22,[43],[0],[17]
Movie,2014,TV-PG,126,[1077],[86],"[8, 9, 23]"
Movie,2009,TV-14,121,[2975],[86],"[2, 8, 26]"
Movie,2018,TV-PG,91,[1637],[154],"[24, 33]"
Movie,2006,TV-14,158,"[1772, 2708]",[86],"[2, 8, 26]"
Movie,2007,TV-14,157,[2651],"[7, 134]","[4, 23, 27]"
Movie,2009,TV-14,124,[212],[86],"[8, 26, 27]"
Movie,2010,TV-PG,106,[3402],[86],"[8, 26]"
Movie,2018,TV-MA,92,[234],[54],"[13, 22]"
Movie,2017,TV-MA,80,[1836],[89],[29]
Movie,2017,TV-MA,94,[2240],[54],[20]
Movie,2015,TV-MA,126,[1620],[86],"[8, 13, 23]"
Movie,2013,TV-14,129,[1938],[86],"[8, 13, 26]"
Movie,2012,TV-14,133,[1280],[86],"[13, 33]"
Movie,2007,TV-14,109,[2256],[86],"[2, 8, 26]"
Movie,2012,TV-MA,143,[3160],[86],"[8, 23]"
Movie,2013,TV-14,140,[2107],[86],"[8, 31, 34]"
Movie,2012,TV-14,150,[745],[86],"[8, 26, 27]"
Movie,2013,TV-PG,128,[2002],[86],"[8, 26, 27]"
Movie,2013,TV-14,120,[427],[86],"[4, 8, 23]"
Movie,2012,TV-14,154,[1363],[86],"[8, 26, 27]"
Movie,2006,TV-MA,45,[2481],[54],[29]
Movie,2015,TV-14,132,[3130],[86],"[2, 8, 26]"
Movie,2007,TV-14,126,[1142],[86],"[8, 23, 27]"
Movie,2013,TV-MA,95,[1424],[54],[29]
Movie,2016,R,91,[3531],"[102, 125]","[8, 23, 28]"
Movie,2008,TV-MA,135,[2103],[86],"[8, 23]"
Movie,2014,TV-14,139,[2188],[86],"[8, 26, 27]"
Movie,2011,TV-MA,131,[1938],[86],"[8, 23]"
Movie,2008,TV-14,118,[684],[86],"[2, 8, 26]"
Movie,2010,TV-MA,129,[2360],[86],"[2, 8, 34]"
Movie,2014,TV-14,131,[3234],[86],"[8, 13, 23]"
Movie,2013,TV-14,146,[2457],[86],"[8, 23, 27]"
Movie,2013,TV-14,123,[448],[86],"[8, 26, 27]"
Movie,2014,TV-14,141,[141],[86],"[8, 13, 23]"
Movie,2015,TV-MA,93,[1050],[54],[29]
Movie,2015,TV-PG,91,[225],[54],[20]
Movie,2017,TV-G,58,[3606],[7],[20]
Movie,2017,TV-MA,91,[2966],[54],"[20, 32]"
Movie,2007,PG,112,[252],"[61, 108, 139]",[17]
Movie,2014,PG-13,119,[2170],"[7, 45, 102]","[7, 13]"
Movie,2016,TV-MA,106,[1329],[47],"[8, 23, 28]"
Movie,2008,TV-PG,131,[627],[86],"[2, 8, 26]"
Movie,2014,TV-14,95,[0],[86],"[2, 26, 28]"
Movie,2011,PG,104,[792],[86],"[2, 17]"
Movie,2014,TV-MA,103,[2448],[86],"[8, 13, 25]"
Movie,1978,TV-14,141,[2406],[86],"[2, 8, 34]"
Movie,2016,TV-MA,115,[2108],[86],"[8, 23, 24]"
Movie,2017,TV-PG,120,[776],[86],"[8, 26, 28]"
Movie,2016,TV-MA,104,[537],[82],"[13, 33]"
Movie,2013,TV-Y,22,[199],[83],"[15, 33]"
Movie,2016,TV-PG,97,"[280, 2613]",[12],"[2, 8, 34]"
Movie,2017,TV-14,54,[3207],[59],"[8, 20]"
Movie,2016,TV-14,120,[676],[86],"[8, 23, 24]"
Movie,2015,TV-PG,132,"[862, 1790]",[86],"[8, 26]"
Movie,2015,TV-14,135,[3132],"[56, 102]","[8, 23, 28]"
Movie,2017,TV-G,87,[0],[86],"[8, 20, 27]"
Movie,2016,TV-G,82,[1114],[125],"[17, 31]"
Movie,2014,TV-14,158,[3342],"[134, 154]","[8, 23]"
Movie,2011,TV-MA,107,[1958],[86],"[8, 23, 28]"
Movie,2014,TV-14,122,[278],"[85, 86]","[27, 31, 34]"
Movie,2016,TV-PG,62,[2500],[0],"[8, 20, 27]"
Movie,2017,TV-MA,95,[561],[54],"[28, 34]"
Movie,2017,TV-14,98,[1993],[75],"[2, 8, 34]"
Movie,2014,TV-MA,113,[63],[86],"[13, 33]"
Movie,2016,PG-13,94,[2100],[154],"[6, 31, 34]"
Movie,2016,TV-14,120,[3471],[86],"[8, 15, 34]"
Movie,2015,TV-14,92,[1975],[131],"[2, 8, 26]"
Movie,2011,TV-14,132,[2002],[86],"[8, 23, 27]"
Movie,2015,TV-PG,59,[2749],[7],[20]
Movie,2016,NR,91,"[847, 1179]",[54],[20]
Movie,2016,TV-Y7,44,[2617],[0],[18]
Movie,2015,NR,107,[710],[82],"[8, 24, 26]"
Movie,1998,NR,101,[2640],[117],"[2, 13, 21]"
Movie,1992,R,93,[183],[117],"[2, 11]"
Movie,2015,TV-PG,82,"[87, 778]",[154],[20]
Movie,1981,NR,86,[2435],[117],"[2, 11]"
Movie,1973,NR,81,[366],[144],"[8, 34]"
Movie,2011,NR,44,[1853],[154],[29]
Movie,2013,NR,80,"[661, 3363]",[54],[29]
Movie,1987,NR,84,[147],[54],"[0, 21]"
Movie,2017,TV-MA,110,[3300],[133],"[8, 26]"
Movie,2018,PG-13,87,[1709],[54],"[20, 27]"
Movie,2018,TV-MA,126,[2351],[84],"[2, 8, 34]"
Movie,2010,PG-13,103,[1737],"[54, 85, 139]","[13, 25]"
Movie,2013,TV-MA,111,[3244],[133],"[8, 34]"
Movie,2015,TV-MA,100,[854],[133],"[2, 8, 34]"
Movie,2013,TV-14,112,[1268],[133],"[8, 26]"
Movie,2013,TV-MA,96,[501],[0],"[8, 26]"
Movie,2017,TV-MA,61,[257],[54],[29]
Movie,2017,TV-MA,76,[1084],[54],"[13, 25]"
Movie,2018,TV-MA,67,[1063],[54],[29]
Movie,2016,TV-MA,99,[889],[7],[30]
Movie,2016,TV-MA,92,[733],[54],[20]
Movie,2015,NR,107,[3454],"[32, 131]","[8, 23, 28]"
Movie,2018,TV-MA,71,[773],[154],[20]
Movie,2013,TV-MA,69,"[2859, 3152]",[89],"[8, 20]"
Movie,2007,TV-14,91,[1825],[125],"[8, 26]"
Movie,2016,TV-MA,82,[323],[54],[20]
Movie,2019,TV-14,86,"[1355, 3452]","[7, 27, 160]","[8, 20]"
Movie,2018,TV-PG,99,[2704],[54],"[9, 23]"
Movie,2019,TV-MA,125,[1558],[75],"[15, 33]"
Movie,2011,PG-13,147,[2880],"[54, 134]",[23]
Movie,2016,TV-MA,60,[24],[54],[29]
Movie,2017,R,88,[2744],[54],[25]
Movie,2018,TV-MA,92,[1039],[54],[25]
Movie,2018,G,87,[963],"[90, 102, 154]","[17, 27, 31]"
Movie,2017,TV-MA,81,[2632],[54],[26]
Movie,2017,TV-MA,72,"[414, 3172]",[131],[29]
Movie,2017,TV-PG,98,[944],[54],"[16, 17]"
Movie,2015,NR,86,[3178],[54],"[26, 32]"
Movie,2007,NR,104,[119],[8],"[8, 23]"
Movie,2018,TV-MA,100,[1532],"[85, 102, 125]","[13, 15, 23]"
Movie,2018,TV-MA,113,[1997],[59],[29]
Movie,2018,TV-PG,40,"[229, 2694]",[54],[20]
Movie,2018,TV-MA,105,[3492],"[38, 43, 123, 153]","[8, 23]"
Movie,2018,TV-PG,94,[811],[131],"[8, 24, 26]"
Movie,2017,TV-MA,109,[272],"[75, 150]","[8, 34]"
Movie,2018,TV-MA,116,[891],[119],"[2, 8, 26]"
Movie,2017,TV-14,99,[2465],[82],"[2, 8, 26]"
Movie,2019,PG-13,102,[2620],[54],"[24, 26]"
Movie,2008,TV-14,127,[3569],[86],"[8, 31, 34]"
Movie,2019,TV-MA,101,[3569],[86],"[2, 26, 28]"
Movie,2006,TV-14,135,[2861],[86],"[8, 26, 27]"
Movie,2004,TV-MA,124,[1071],[86],"[0, 8, 34]"
Movie,2019,TV-MA,103,[389],[86],"[8, 23]"
Movie,2006,TV-MA,105,[1855],"[7, 57]","[8, 25]"
Movie,2019,TV-14,98,[621],[75],"[2, 8, 26]"
Movie,2011,TV-MA,93,[2957],[86],"[8, 25]"
Movie,2014,TV-MA,113,[3142],[86],"[8, 25]"
Movie,2011,TV-MA,106,"[878, 1257]",[86],"[2, 26, 28]"
Movie,2017,TV-14,89,[154],[54],[20]
Movie,2011,TV-14,80,[648],[7],[20]
Movie,2011,R,99,[2850],"[7, 102]","[23, 24]"
Movie,2019,TV-14,123,[660],[135],"[13, 33]"
Movie,2014,R,91,[2152],[54],"[2, 26, 28]"
Movie,2017,TV-MA,71,[2662],[54],[29]
Movie,2019,TV-14,40,[2281],[54],"[20, 32]"
Movie,2019,TV-MA,79,[3514],[82],"[8, 24, 26]"
Movie,2019,R,110,[2829],[54],"[23, 28]"
Movie,2012,TV-14,101,[104],[0],"[8, 26, 27]"
Movie,2018,TV-MA,128,[2822],[135],"[8, 13, 23]"
Movie,2019,TV-14,110,[1046],[54],"[24, 26]"
Movie,2018,TV-MA,89,[3553],[118],"[8, 26]"
Movie,2016,TV-MA,87,[2024],"[7, 21, 96]","[4, 8, 20]"
Movie,2017,TV-14,153,[1609],[86],"[2, 8, 34]"
Movie,2015,NR,83,"[834, 1739]",[54],[20]
Movie,2018,TV-MA,84,[911],[154],"[13, 25, 28]"
Movie,2018,PG,99,"[1464, 3483]",[54],[17]
Movie,2012,NR,93,[932],[54],[20]
Movie,2016,TV-MA,109,[1605],[54],"[31, 34]"
Movie,2018,TV-MA,122,[2032],[135],"[0, 8, 34]"
Movie,2018,TV-MA,117,[1595],[82],"[8, 13, 23]"
Movie,2017,TV-14,98,[1829],[54],[20]
Movie,2017,TV-14,79,[1],[54],[20]
Movie,2017,NR,143,[3435],[86],"[2, 8, 34]"
Movie,2017,TV-MA,123,[263],[54],"[2, 26]"
Movie,2014,TV-PG,96,[1412],[7],[20]
Movie,2008,TV-14,114,[2019],[86],"[8, 23]"
Movie,2018,TV-MA,63,"[1867, 2429]",[66],[29]
Movie,2018,TV-MA,94,[2644],[54],"[24, 26]"
Movie,2018,TV-14,74,[430],[54],[29]
Movie,2016,R,97,[403],"[7, 76]",[30]
Movie,2019,TV-PG,38,[2259],[54],[20]
Movie,2019,TV-MA,101,[3212],[112],"[8, 23, 28]"
Movie,2019,TV-14,99,[479],[54],"[15, 28, 34]"
Movie,2019,TV-MA,91,[371],[54],"[13, 25, 32]"
Movie,2017,TV-MA,103,[843],[54],[20]
Movie,2019,TV-MA,30,"[2409, 3208]",[0],"[4, 26, 27]"
Movie,2016,TV-MA,80,[2145],[59],"[8, 15, 34]"
Movie,2017,TV-MA,73,[2758],[0],[29]
Movie,2019,TV-G,30,[2030],[0],"[8, 20]"
Movie,2018,TV-MA,137,[3546],[86],"[8, 31, 34]"
Movie,2018,TV-14,58,[253],[54],[29]
Movie,2016,TV-G,90,[2263],[7],[20]
Movie,2015,TV-MA,78,[1424],[54],[29]
Movie,2015,TV-14,84,[1903],[54],"[20, 27]"
Movie,2016,R,111,[1906],[54],"[23, 28, 32]"
Movie,2019,TV-MA,66,[2136],[54],[29]
Movie,2018,TV-14,159,[3163],[86],"[2, 8, 26]"
Movie,2017,TV-14,79,[1254],[133],"[8, 26]"
Movie,2018,TV-14,87,[591],[54],[23]
Movie,2012,PG-13,133,[3196],[54],"[15, 34]"
Movie,2018,TV-Y7,116,[1742],[86],"[2, 8, 26]"
Movie,2013,R,119,[2064],[54],[34]
Movie,2017,TV-MA,92,[622],[91],"[8, 34]"
Movie,2017,TV-MA,64,[851],[54],[29]
Movie,2016,R,95,[2026],[154],"[23, 24, 28]"
Movie,2019,TV-MA,125,[399],[54],[23]
Movie,2012,TV-14,94,[2001],[86],"[8, 23, 28]"
Movie,2017,R,92,"[997, 1377]",[54],[30]
Movie,2017,TV-14,106,[1505],[83],"[8, 10, 34]"
Movie,2017,TV-MA,101,"[1213, 2346]",[89],"[8, 20, 32]"
Movie,2015,R,95,[1589],"[102, 154]","[13, 25, 28]"
Movie,2019,TV-MA,95,[1005],[54],"[4, 23, 28]"
Movie,2018,TV-MA,104,"[749, 1182]","[4, 117]","[8, 25]"
Movie,2018,TV-MA,117,[2160],[47],"[8, 24, 26]"
Movie,2014,TV-14,70,[1987],[82],"[8, 20]"
Movie,2016,TV-14,87,[1987],"[8, 129]","[8, 20]"
Movie,2018,TV-MA,88,[1987],[82],"[8, 20]"
Movie,2018,TV-14,96,[2885],[54],"[24, 26]"
Movie,2019,TV-MA,90,[1769],[63],"[8, 34]"
Movie,2019,TV-14,84,[1623],[0],"[20, 27]"
Movie,2019,TV-MA,53,[2950],[43],[29]
Movie,2019,TV-MA,87,[3283],[54],"[13, 15, 23]"
Movie,2007,NR,89,[2042],[54],[29]
Movie,2014,G,78,[487],[54],[17]
Movie,2010,NR,103,[838],"[32, 58, 82]","[8, 23]"
Movie,2019,TV-PG,90,[2715],[54],"[2, 17]"
Movie,2018,TV-14,96,[495],[86],"[8, 23, 28]"
Movie,2001,TV-PG,150,[1768],[86],"[8, 15, 26]"
Movie,2011,PG-13,105,[1226],[54],"[13, 15, 34]"
Movie,2010,TV-MA,112,[684],[86],"[8, 23, 28]"
Movie,2008,TV-MA,119,[471],[86],"[8, 27, 34]"
Movie,2013,TV-14,142,[2256],[86],"[8, 23, 27]"
Movie,2019,TV-PG,94,[1502],[7],[26]
Movie,2011,R,97,[431],"[36, 54]","[24, 26]"
Movie,2017,TV-PG,87,[0],[7],[3]
Movie,2010,TV-PG,129,[2676],[86],"[8, 17, 31]"
Movie,1994,TV-PG,160,[901],[86],"[8, 14, 26]"
Movie,2017,TV-14,66,[2993],"[66, 130]","[8, 20]"
Movie,2016,R,119,[2392],"[7, 102]","[23, 28]"
Movie,2012,R,140,[3058],[54],"[23, 28]"
Movie,2017,TV-MA,59,[972],[54],[29]
Movie,2018,TV-PG,137,"[2154, 2176]",[56],"[8, 26, 27]"
Movie,2018,R,100,[173],[7],[34]
Movie,2018,TV-14,125,[672],"[7, 81]","[2, 8, 26]"
Movie,2008,TV-14,128,[2892],[86],"[2, 8, 26]"
Movie,2018,TV-14,108,[1080],[86],"[8, 23, 28]"
Movie,2003,TV-14,136,[1884],[86],"[8, 13, 23]"
Movie,2005,TV-14,165,[2449],[86],"[8, 26, 27]"
Movie,2016,R,124,[1333],[86],"[8, 26]"
Movie,2010,NR,133,[2256],[86],"[8, 23, 27]"
Movie,2007,UR,116,[471],[86],"[2, 8, 34]"
Movie,2017,TV-14,150,[774],[86],"[8, 26]"
Movie,2018,TV-14,158,[2314],[86],"[2, 8, 34]"
Movie,2017,TV-14,118,[695],[56],"[2, 8, 26]"
Movie,1979,PG-13,100,[2034],[83],"[1, 10, 34]"
Movie,2013,R,90,[2434],"[8, 27, 32, 102]","[13, 21, 28]"
Movie,1992,TV-14,164,[1516],[86],"[8, 15, 26]"
Movie,2017,TV-PG,92,[2984],[54],[20]
Movie,1994,TV-14,151,[2890],[86],"[2, 8, 26]"
Movie,2016,TV-MA,84,[1104],[54],"[23, 24, 28]"
Movie,2010,TV-14,51,[1559],[54],[18]
Movie,1995,TV-14,142,[1516],[86],"[8, 23, 27]"
Movie,2017,TV-MA,66,[0],[54],"[4, 20]"
Movie,2016,TV-14,110,[967],"[73, 109]","[8, 23]"
Movie,2016,TV-MA,99,"[1336, 1647]",[7],"[8, 13, 23]"
Movie,2014,TV-14,102,"[322, 1481]",[7],"[8, 20]"
Movie,2019,R,102,[2486],[54],"[2, 34]"
Movie,2018,TV-14,87,[432],[54],[30]
Movie,2019,TV-MA,61,[0],[54],[26]
Movie,2018,TV-14,94,[2166],[54],[20]
Movie,2019,TV-G,70,[3303],[54],"[17, 31]"
Movie,2019,TV-PG,92,[712],"[86, 102]",[17]
Movie,2018,TV-MA,64,[24],[54],[29]
Movie,2016,PG-13,86,[892],"[36, 54]",[26]
Movie,2018,TV-14,88,[1914],[61],[20]
Movie,2017,TV-MA,92,"[237, 2843]",[54],"[26, 28]"
Movie,2017,TV-MA,101,"[1446, 2181, 3592]",[54],[20]
Movie,2017,TV-MA,88,[2897],[7],"[14, 26, 28]"
Movie,2017,TV-Y7,86,[3423],"[59, 85]",[17]
Movie,2018,TV-MA,100,[840],"[87, 119]","[8, 23, 28]"
Movie,2019,TV-MA,111,[3162],[59],"[8, 23, 28]"
Movie,2011,TV-PG,128,[3387],"[45, 144]","[2, 31, 34]"
Movie,2018,TV-MA,63,"[1867, 2429]",[131],[29]
Movie,2018,TV-14,105,[500],"[7, 102]","[24, 26]"
Movie,2018,TV-Y7-FV,63,[1088],[0],[17]
Movie,2018,TV-Y7,63,"[2135, 2798]",[0],[18]
Movie,2018,TV-Y7,62,"[2519, 2678]",[0],[17]
Movie,2018,TV-Y7,62,"[1497, 2135]",[0],[18]
Movie,2018,TV-MA,98,[918],[82],"[2, 8, 26]"
Movie,2019,R,104,[1472],[54],[26]
Movie,2012,TV-14,151,[1663],[86],"[8, 26, 27]"
Movie,2011,TV-14,116,[1390],[86],"[2, 31, 34]"
Movie,2015,TV-14,128,[2187],[86],"[2, 8, 34]"
Movie,2013,NR,128,[418],[86],"[8, 13, 23]"
Movie,2011,TV-MA,86,[522],[86],"[8, 23, 28]"
Movie,2016,TV-Y7,88,[2474],[154],[17]
Movie,2015,TV-MA,80,[1834],"[32, 82, 95]","[2, 8, 26]"
Movie,2015,PG,93,[963],[54],"[4, 17, 31]"
Movie,2018,TV-14,53,[1188],[54],[20]
Movie,2003,PG,82,[2426],[54],"[17, 31]"
Movie,2017,TV-MA,99,"[2401, 3405]",[125],"[8, 23, 28]"
Movie,2019,TV-14,87,[338],[54],"[13, 23, 28]"
Movie,2018,TV-14,90,[2616],[7],"[20, 27]"
Movie,2018,TV-14,124,[3410],[86],"[8, 23, 28]"
Movie,2015,TV-14,53,[2285],[59],"[8, 20]"
Movie,2019,PG,88,[449],[54],[20]
Movie,2014,TV-PG,54,[649],[59],"[8, 20]"
Movie,2018,TV-MA,104,[961],[148],"[8, 25]"
Movie,2018,TV-14,92,[1454],[7],"[8, 28, 34]"
Movie,2013,R,126,[2912],"[135, 142]","[8, 14, 34]"
Movie,2019,TV-14,140,[179],[86],"[2, 8, 26]"
Movie,2007,PG,87,[3293],"[102, 144]","[17, 31]"
Movie,1982,PG,93,"[945, 1877]","[54, 139]",[17]
Movie,2018,TV-MA,80,[1677],[7],[30]
Movie,2018,TV-MA,82,[1633],[66],"[8, 31, 34]"
Movie,2017,TV-MA,70,[2681],[7],[20]
Movie,2016,TV-14,131,[2377],[86],"[8, 15, 26]"
Movie,2017,TV-MA,105,[3009],[86],"[8, 23]"
Movie,2017,TV-14,130,[1809],[86],"[2, 8, 34]"
Movie,2017,TV-PG,69,"[1324, 2999]","[43, 87, 102]","[8, 20]"
Movie,2018,TV-MA,98,[2501],[54],"[28, 34]"
Movie,2017,TV-MA,90,[2098],"[66, 129]","[8, 26]"
Movie,2017,TV-MA,105,[1690],[7],"[8, 23, 28]"
Movie,2017,TV-14,106,[3257],[86],"[8, 13, 23]"
Movie,2017,TV-14,126,[2991],[86],"[8, 23]"
Movie,2016,NR,84,[553],[54],"[20, 32]"
Movie,2018,TV-MA,65,[609],[54],[29]
Movie,2017,TV-14,121,"[95, 1192]",[59],"[4, 8, 20]"
Movie,2017,TV-PG,163,[2560],[86],"[8, 24, 26]"
Movie,2018,PG,92,[1637],[154],"[24, 33]"
Movie,2017,TV-14,124,[2916],[86],"[2, 8, 34]"
Movie,2016,TV-14,107,[2684],[86],"[8, 23]"
Movie,2015,TV-Y,19,[0],[0],[18]
Movie,2008,TV-G,25,[645],[82],[18]
Movie,2015,TV-Y,22,[0],[0],[18]
Movie,2015,TV-G,40,[0],[54],[18]
Movie,2014,TV-G,22,[0],[0],[18]
Movie,2016,TV-Y,24,"[11, 3127]",[0],[18]
Movie,2015,TV-14,103,[1567],[86],"[8, 23]"
Movie,2016,TV-14,45,[1773],[43],"[8, 20]"
Movie,2016,TV-14,101,[1772],[86],"[8, 23]"
Movie,2017,TV-14,60,[1927],[54],"[4, 20]"
Movie,2017,R,90,[2119],[54],"[2, 26, 28]"
Movie,2017,TV-MA,96,[1415],[82],"[8, 26]"
Movie,2018,PG-13,98,[765],"[54, 76]","[0, 31, 34]"
Movie,2015,TV-14,94,[736],[86],"[8, 23]"
Movie,2017,TV-MA,74,[504],[154],"[23, 28]"
Movie,2016,R,96,[2185],[54],[30]
Movie,2016,NR,111,[2531],"[32, 71]","[8, 23, 28]"
Movie,2015,TV-PG,127,[816],[86],"[2, 8, 26]"
Movie,2012,TV-14,117,[264],[86],"[2, 8, 26]"
Movie,2013,TV-14,123,"[929, 1499, 1548, 3068]",[86],"[8, 23]"
Movie,2013,NR,139,[214],[86],"[8, 31, 34]"
Movie,2016,TV-14,95,[1704],[86],"[8, 23, 28]"
Movie,1996,NR,148,[1240],[86],"[8, 23, 24]"
Movie,2013,TV-PG,121,[1768],[86],"[8, 26, 27]"
Movie,2016,TV-14,79,"[617, 877]",[54],[20]
Movie,2015,TV-PG,127,[66],[86],"[8, 26]"
Movie,2016,R,92,[69],[54],"[2, 26, 28]"
Movie,2015,TV-14,162,[2103],[86],"[8, 13, 23]"
Movie,1996,TV-14,163,[488],[86],"[2, 8, 26]"
Movie,2012,TV-14,83,[902],[86],"[8, 20]"
Movie,2014,TV-14,112,[2536],[86],"[8, 31, 34]"
Movie,2009,PG-13,117,"[195, 855, 861, 1068, 1426, 1553, 2306, 2315, 3444, 3446, 3456, 3593]","[54, 90]","[10, 15, 34]"
Movie,2016,NR,90,"[846, 3238]",[54],[20]
Movie,2016,TV-14,95,[2595],"[59, 160]","[8, 26]"
Movie,2016,TV-MA,99,[875],"[59, 160]","[8, 13, 23]"
Movie,2013,NR,125,[3126],[86],"[8, 23, 24]"
Movie,2017,TV-PG,44,[3166],[7],[20]
Movie,2017,TV-14,93,[2195],[154],"[8, 23, 24]"
Movie,2015,TV-MA,89,[2330],[86],"[8, 23, 28]"
Movie,2017,TV-14,92,[1339],"[54, 108, 113, 139]","[4, 20]"
Movie,2014,TV-14,120,[2958],[86],"[4, 8, 23]"
Movie,2016,TV-PG,114,"[1151, 1864]",[54],[20]
Movie,2016,TV-MA,109,[2201],[86],"[8, 23, 28]"
Movie,2016,TV-MA,83,[2953],[154],"[8, 20]"
Movie,2014,TV-14,107,[3073],[86],"[8, 24, 26]"
Movie,2012,TV-PG,129,[212],[86],"[2, 8, 26]"
Movie,2014,TV-PG,135,[3596],[86],"[2, 8, 26]"
Movie,2011,TV-14,149,[3231],[86],"[2, 8, 26]"
Movie,2015,TV-MA,136,[3231],[86],"[2, 8, 26]"
Movie,2014,TV-MA,138,[1789],[86],"[2, 8, 26]"
Movie,1996,TV-14,177,[2699],[86],"[8, 23, 24]"
Movie,2016,TV-MA,61,"[2153, 2905]",[86],"[8, 20]"
Movie,2011,TV-MA,126,[3337],[86],"[2, 28, 34]"
Movie,2013,TV-PG,137,[2314],[86],"[8, 13, 23]"
Movie,2011,TV-14,114,[3163],[86],"[2, 8, 26]"
