gender,math score,reading score,writing score,race/ethnicity_group A,race/ethnicity_group B,race/ethnicity_group C,race/ethnicity_group D,race/ethnicity_group E,parental level of education_associate's degree,parental level of education_bachelor's degree,parental level of education_high school,parental level of education_master's degree,parental level of education_some college,parental level of education_some high school,lunch_free/reduced,lunch_standard,test preparation course_completed,test preparation course_none
True,80,90,89,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1
True,58,62,59,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1
False,85,84,78,0,1,0,0,0,0,0,0,0,0,1,0,1,1,0
True,52,58,58,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1
True,27,34,32,0,0,0,1,0,0,0,0,0,0,1,1,0,0,1
False,59,60,58,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1
False,49,58,60,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0
False,69,58,53,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0
False,61,66,61,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1
True,44,64,58,1,0,0,0,0,0,0,0,0,0,1,1,0,0,1
True,73,84,85,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1
False,84,77,71,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1
True,45,73,70,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0
False,74,74,72,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1
True,82,97,96,0,0,0,1,0,0,0,0,0,1,0,0,1,1,0
True,59,70,73,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1
False,46,43,41,0,0,0,0,1,1,0,0,0,0,0,1,0,0,1
True,80,90,82,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1
True,85,95,100,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0
True,71,83,77,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1
False,66,64,62,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1
True,80,86,83,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1
False,87,100,95,0,0,1,0,0,1,0,0,0,0,0,0,1,1,0
False,79,81,71,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1
True,38,49,45,0,0,0,0,1,0,0,0,0,0,1,1,0,0,1
True,38,43,43,1,0,0,0,0,0,0,0,0,0,1,1,0,0,1
True,67,76,75,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1
True,64,73,70,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1
True,57,78,67,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1
True,62,64,64,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1
False,73,70,75,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1
False,73,67,59,0,0,0,0,1,0,0,0,0,0,1,1,0,1,0
True,77,68,77,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1
False,76,67,67,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1
False,57,54,56,0,0,1,0,0,1,0,0,0,0,0,0,1,1,0
True,65,74,77,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0
False,48,45,41,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1
True,50,67,63,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1
True,85,89,95,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1
False,74,63,57,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1
False,60,59,54,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1
True,59,54,67,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0
False,53,43,43,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1
True,49,65,55,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1
True,88,99,100,0,0,0,1,0,0,0,1,0,0,0,0,1,1,0
True,54,59,62,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1
True,63,73,68,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1
False,65,65,63,0,1,0,0,0,1,0,0,0,0,0,0,1,1,0
True,82,80,77,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1
True,52,57,56,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0
False,87,84,85,0,0,0,1,0,1,0,0,0,0,0,0,1,1,0
True,70,71,74,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0
False,84,83,78,0,0,0,0,1,0,0,0,0,1,0,0,1,1,0
False,71,66,60,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1
False,63,67,67,0,1,0,0,0,0,0,0,0,0,1,0,1,1,0
True,51,72,79,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0
False,84,73,69,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1
False,71,74,68,0,0,1,0,0,0,1,0,0,0,0,0,1,1,0
False,74,73,67,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1
False,68,59,62,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1
False,57,56,54,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0
True,82,93,93,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0
True,57,58,64,0,0,0,1,0,0,0,1,0,0,0,0,1,1,0
True,47,58,67,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0
True,59,85,80,1,0,0,0,0,0,0,0,0,0,1,0,1,1,0
False,41,39,34,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1
True,62,67,62,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1
False,86,83,86,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1
False,69,71,65,0,0,1,0,0,0,0,0,0,0,1,1,0,0,1
False,65,59,53,1,0,0,0,0,0,0,0,0,0,1,1,0,0,1
False,68,63,54,0,0,1,0,0,0,0,0,0,0,1,1,0,0,1
False,64,66,59,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1
True,61,72,70,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1
False,61,56,55,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1
True,47,59,50,1,0,0,0,0,0,0,0,0,0,1,1,0,0,1
False,73,66,66,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1
False,50,48,53,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0
False,75,68,64,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1
False,75,66,73,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1
False,70,56,51,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1
False,89,88,82,0,0,0,1,0,0,0,0,0,0,1,0,1,1,0
True,67,81,79,0,0,1,0,0,0,0,0,0,1,0,0,1,1,0
True,78,81,80,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1
True,59,73,69,1,0,0,0,0,0,0,0,0,0,1,1,0,0,1
True,73,83,76,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1
False,79,82,73,1,0,0,0,0,0,0,0,0,0,1,1,0,0,1
True,67,74,77,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0
False,69,66,60,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1
False,86,81,80,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0
False,47,46,42,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1
False,81,73,72,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1
True,64,85,85,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0
True,100,92,97,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1
True,65,77,74,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1
False,65,58,49,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1
True,53,61,62,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1
False,37,56,47,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1
True,79,89,89,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1
False,53,54,48,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1
True,100,100,100,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1
False,72,65,68,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0
False,53,58,55,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1
False,54,54,45,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1
True,71,70,76,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1
True,77,90,91,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1
False,75,58,62,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0
True,84,87,91,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1
True,26,31,38,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1
False,72,67,65,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0
True,77,88,85,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0
False,91,74,76,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1
True,83,85,90,0,0,1,0,0,1,0,0,0,0,0,0,1,1,0
True,63,69,74,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1
True,68,86,84,0,0,1,0,0,1,0,0,0,0,0,0,1,1,0
True,59,67,61,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1
True,90,90,91,0,1,0,0,0,1,0,0,0,0,0,0,1,1,0
True,71,76,83,0,0,0,1,0,0,1,0,0,0,0,0,1,1,0
False,76,62,66,0,0,0,0,1,0,1,0,0,0,0,0,1,1,0
False,80,68,72,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1
True,55,64,70,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1
False,76,71,67,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1
False,73,71,68,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0
True,52,59,56,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1
False,68,68,61,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1
False,59,52,46,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1
True,49,52,54,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1
False,70,74,71,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1
False,61,47,56,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1
True,60,75,74,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1
False,64,53,57,0,1,0,0,0,0,0,0,0,0,1,0,1,1,0
False,79,82,82,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0
True,65,85,76,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1
True,64,64,70,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1
True,83,83,90,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1
True,81,88,90,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1
True,54,64,68,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1
False,68,64,66,0,0,0,1,0,0,0,1,0,0,0,0,1,1,0
True,54,48,52,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1
True,59,78,76,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0
True,66,69,68,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1
False,76,71,72,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1
True,74,79,82,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1
True,94,87,92,0,1,0,0,0,1,0,0,0,0,0,0,1,1,0
False,63,61,54,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1
True,95,89,92,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0
True,40,59,54,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1
True,82,82,80,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1
False,68,70,66,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1
False,55,59,54,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1
False,79,78,77,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1
True,86,92,87,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1
False,76,71,73,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1
False,64,50,43,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1
False,62,49,52,0,0,0,1,0,0,0,0,0,0,1,1,0,0,1
True,54,61,62,0,1,0,0,0,0,0,0,0,0,1,0,1,1,0
True,77,97,94,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0
True,76,87,85,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0
True,74,89,84,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1
True,66,74,73,0,0,0,0,1,0,0,0,0,1,0,0,1,1,0
True,66,78,78,0,0,0,1,0,0,0,0,0,0,1,0,1,1,0
True,67,78,79,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0
False,71,49,52,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1
True,91,86,84,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1
False,69,58,57,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1
False,54,59,50,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1
False,53,52,49,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0
False,68,60,59,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1
False,56,61,60,0,0,1,0,0,0,0,0,0,0,1,1,0,1,0
True,36,53,43,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1
True,29,41,47,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1
True,62,74,70,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1
True,68,67,73,0,0,1,0,0,1,0,0,0,0,0,0,1,1,0
True,47,54,53,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1
False,62,61,58,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0
True,79,88,94,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0
False,73,69,68,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0
True,66,83,83,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0
False,51,60,58,0,0,1,0,0,1,0,0,0,0,0,0,1,1,0
True,51,66,62,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1
False,85,66,71,0,0,0,0,1,0,1,0,0,0,0,0,1,1,0
False,97,92,86,1,0,0,0,0,1,0,0,0,0,0,0,1,1,0
False,75,69,68,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0
False,79,82,80,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0
True,81,77,79,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1
True,82,95,89,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1
True,64,63,66,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1
False,78,83,80,0,0,0,0,1,0,0,0,0,0,1,1,0,1,0
True,92,100,97,1,0,0,0,0,0,0,0,0,0,1,0,1,1,0
False,72,67,64,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0
True,62,67,64,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1
False,79,72,69,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1
False,79,76,65,0,0,1,0,0,0,0,0,0,0,1,1,0,0,1
False,87,90,88,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0
True,40,48,50,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1
False,77,62,64,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1
False,53,45,40,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1
True,32,39,33,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1
True,55,72,79,0,0,1,0,0,1,0,0,0,0,0,0,1,1,0
False,61,67,66,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1
True,53,70,70,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1
False,73,66,62,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1
True,74,75,79,0,0,0,1,0,0,0,0,0,1,0,0,1,1,0
True,63,74,74,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1
False,96,90,92,0,0,1,0,0,0,1,0,0,0,0,0,1,1,0
True,63,80,80,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0
False,48,51,46,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1
False,48,43,45,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1
True,92,100,100,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0
True,61,71,78,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0
False,63,48,47,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1
False,68,68,67,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1
False,71,75,70,0,1,0,0,0,0,0,0,0,1,0,0,1,1,0
False,91,96,92,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1
True,53,62,56,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1
True,50,66,64,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0
True,74,81,71,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1
False,40,55,53,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0
False,61,51,52,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0
True,81,91,89,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1
True,48,56,58,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0
True,53,61,68,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1
True,81,97,96,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1
True,77,79,80,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1
True,63,73,78,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1
True,73,75,80,0,0,0,1,0,1,0,0,0,0,0,0,1,1,0
True,69,77,77,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1
True,65,76,76,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1
True,55,73,73,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1
True,44,63,62,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1
True,54,64,65,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1
True,48,66,65,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1
False,58,57,54,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1
False,71,62,50,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1
False,68,68,64,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1
True,74,76,73,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1
True,92,100,99,0,0,1,0,0,0,1,0,0,0,0,0,1,1,0
True,56,79,72,0,0,1,0,0,0,1,0,0,0,0,0,1,1,0
False,30,24,15,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1
False,53,54,48,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1
True,69,77,73,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1
True,65,82,81,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1
True,54,60,63,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1
True,29,29,30,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1
True,76,78,80,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1
False,60,57,51,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1
False,84,89,90,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0
False,75,72,62,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1
True,85,84,82,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1
True,40,58,54,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1
True,61,64,62,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1
True,58,63,65,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1
False,69,60,63,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0
True,58,59,66,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1
False,94,90,91,0,0,1,0,0,0,1,0,0,0,0,0,1,1,0
True,65,77,74,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1
True,82,93,93,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1
True,60,68,72,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1
True,37,45,38,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1
False,88,78,83,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1
False,95,81,84,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1
False,65,73,68,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0
True,35,61,54,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1
False,62,63,56,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1
False,58,51,52,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0
False,100,96,86,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0
True,61,58,62,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1
False,100,97,99,0,0,0,1,0,0,0,0,0,1,0,0,1,1,0
False,69,70,63,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0
False,61,48,46,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1
False,49,57,46,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1
True,44,51,55,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0
False,67,64,70,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1
False,79,60,65,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1
True,66,74,81,0,1,0,0,0,0,1,0,0,0,0,0,1,1,0
True,75,88,85,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1
False,84,84,80,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1
False,71,74,64,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1
True,67,80,81,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0
True,80,92,88,0,0,0,1,0,0,0,0,0,0,1,0,1,1,0
False,86,76,74,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1
True,76,74,73,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1
False,41,52,51,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1
True,74,88,90,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0
True,72,81,79,0,1,0,0,0,0,0,0,0,0,1,1,0,0,1
True,74,79,80,0,0,0,0,1,0,0,1,0,0,0,0,1,1,0
False,70,65,60,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1
True,65,81,81,0,1,0,0,0,0,1,0,0,0,0,0,1,1,0
True,59,70,65,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1
True,64,62,68,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1
True,50,53,55,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1
True,69,79,81,0,0,0,1,0,0,0,0,0,1,0,0,1,1,0
False,51,56,53,0,0,1,0,0,0,0,0,0,0,1,1,0,1,0
True,68,80,76,1,0,0,0,0,0,0,1,0,0,0,0,1,1,0
True,85,86,98,0,0,0,1,0,0,0,0,0,1,0,0,1,1,0
True,65,70,74,1,0,0,0,0,1,0,0,0,0,0,0,1,1,0
True,73,79,79,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1
True,62,67,67,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1
False,77,67,64,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1
False,69,66,61,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1
True,43,60,58,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1
False,90,87,85,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1
False,74,77,73,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1
False,73,66,63,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1
True,55,71,69,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1
True,65,69,67,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1
False,80,63,63,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1
True,50,60,60,0,0,1,0,0,0,0,0,0,0,1,1,0,1,0
True,63,73,71,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0
True,77,85,87,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1
False,73,74,61,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1
False,81,72,77,0,0,0,1,0,1,0,0,0,0,0,0,1,1,0
True,66,76,68,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1
False,52,57,50,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1
True,69,78,76,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1
True,65,84,84,0,0,1,0,0,1,0,0,0,0,0,0,1,1,0
True,69,77,78,0,0,0,1,0,0,0,1,0,0,0,0,1,1,0
True,50,64,66,0,1,0,0,0,0,0,0,0,1,0,0,1,1,0
True,73,78,76,0,0,0,0,1,0,0,0,0,1,0,0,1,1,0
True,70,82,76,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0
False,81,75,78,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1
False,63,61,60,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1
True,67,72,74,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1
False,60,68,60,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1
False,62,55,54,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1
True,29,40,44,0,0,1,0,0,0,0,0,0,0,1,1,0,1,0
False,62,66,68,0,1,0,0,0,0,0,0,0,1,0,0,1,1,0
True,94,99,100,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0
False,85,75,68,0,0,0,0,1,0,0,0,0,1,0,0,1,1,0
False,77,78,73,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1
False,53,58,44,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1
False,93,90,83,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1
True,49,53,53,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1
True,73,76,78,0,0,0,0,1,1,0,0,0,0,0,1,0,0,1
True,66,74,81,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0
True,77,77,73,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1
True,49,63,56,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1
True,79,89,86,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1
True,75,82,90,0,0,1,0,0,1,0,0,0,0,0,0,1,1,0
True,59,72,70,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1
True,57,78,79,0,0,0,1,0,1,0,0,0,0,0,0,1,1,0
False,66,66,59,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1
True,79,81,82,0,0,0,0,1,0,1,0,0,0,0,0,1,1,0
True,57,67,72,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1
False,87,84,87,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0
True,63,64,67,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1
True,59,63,64,0,1,0,0,0,0,0,0,0,0,1,1,0,1,0
False,62,72,65,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1
False,46,34,36,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1
False,66,59,52,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1
False,89,87,79,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1
True,42,61,58,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0
False,93,84,90,0,0,1,0,0,0,0,0,0,1,0,0,1,1,0
True,80,85,85,0,0,0,0,1,0,0,0,0,0,1,0,1,1,0
True,98,100,99,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1
False,81,81,84,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1
True,60,70,74,0,1,0,0,0,0,0,0,0,0,1,0,1,1,0
True,76,94,87,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0
False,73,78,72,0,0,1,0,0,1,0,0,0,0,0,0,1,1,0
True,96,96,99,0,0,1,0,0,1,0,0,0,0,0,0,1,1,0
True,76,76,74,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1
False,91,73,80,0,0,0,0,1,1,0,0,0,0,0,1,0,1,0
True,62,72,70,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1
False,55,59,59,0,0,0,1,0,0,0,0,0,0,1,1,0,1,0
True,74,90,88,0,1,0,0,0,0,0,0,0,0,1,1,0,1,0
